Time stamp,Power
2019-03-21 23:00:01.016968727,258.77968052475006
2019-03-21 23:00:01.995452642,255.84054466892607
2019-03-21 23:00:03.069997072,260.4246711898937
2019-03-21 23:00:04.028177977,262.9569202244024
2019-03-21 23:00:05.046661854,262.9512087933572
2019-03-21 23:00:06.019994259,254.6014161339363
2019-03-21 23:00:07.058478117,181.20093775405022
2019-03-21 23:00:08.231810331,180.91508371660575
2019-03-21 23:00:09.147264004,178.30635932127598
2019-03-21 23:00:10.186353922,181.52413112046628
2019-03-21 23:00:11.180595398,185.62396563352365
2019-03-21 23:00:12.237867117,191.3948489873703
2019-03-21 23:00:13.173926830,187.70795511680856
2019-03-21 23:00:14.331804514,186.89947546664663
2019-03-21 23:00:15.249076366,185.3822736019743
2019-03-21 23:00:16.349378347,188.9706774697021
2019-03-21 23:00:17.321195602,181.03091179946782
2019-03-21 23:00:18.399679422,183.62283869438147
2019-03-21 23:00:19.434526920,184.71635216948184
2019-03-21 23:00:20.454222918,184.31107282467474
2019-03-21 23:00:21.411797762,181.24861007308655
2019-03-21 23:00:22.566039085,181.81016631277393
2019-03-21 23:00:23.725128889,183.19164703301794
2019-03-21 23:00:24.718158245,185.23864719919297
2019-03-21 23:00:25.757248163,182.16296454676987
2019-03-21 23:00:26.675429106,183.48626520869846
2019-03-21 23:00:27.688155413,182.56437112004272
2019-03-21 23:00:28.605124235,180.85542389530156
2019-03-21 23:00:29.583911180,180.07281231819317
2019-03-21 23:00:30.538758755,184.12590415491516
2019-03-21 23:00:31.539060831,183.86531959520227
2019-03-21 23:00:32.597544670,183.99736225872653
2019-03-21 23:00:33.571180105,189.37190213126112
2019-03-21 23:00:34.569664001,190.12792566698238
2019-03-21 23:00:35.523299456,189.24396379731436
2019-03-21 23:00:36.562692404,185.10236687083642
2019-03-21 23:00:37.600570202,188.18556866254875
2019-03-21 23:00:38.716023684,183.57011641031738
2019-03-21 23:00:39.695416689,187.15003792012706
2019-03-21 23:00:40.715415716,190.1971850611917
2019-03-21 23:00:41.648748159,184.11925649841763
2019-03-21 23:00:42.723898649,185.54544760980255
2019-03-21 23:00:43.879655123,184.850852553616
2019-03-21 23:00:44.798442125,184.8984467749085
2019-03-21 23:00:45.776016951,182.00791968087165
2019-03-21 23:00:46.852985620,185.9820872478425
2019-03-21 23:00:47.914499760,182.64497407506357
2019-03-21 23:00:48.833286762,185.67716315735962
2019-03-21 23:00:49.808134317,187.92474660879773
2019-03-21 23:00:50.868133307,181.88168001124595
2019-03-21 23:00:51.863586903,186.30457795180453
2019-03-21 23:00:52.781767845,183.47424389605678
2019-03-21 23:00:53.802372932,186.5029411133361
2019-03-21 23:00:54.777523518,184.64413774236488
2019-03-21 23:00:55.794492245,185.98430801979742
2019-03-21 23:00:56.835097313,185.0565130484536
2019-03-21 23:00:57.831156969,183.78940587575758
2019-03-21 23:00:58.831762075,184.76164008317758
2019-03-21 23:00:59.789639950,182.35692645034132
2019-03-21 23:01:01.069998980,182.9003291770422
2019-03-21 23:01:02.069088936,186.1376993052706
2019-03-21 23:01:03.085754633,184.36262592367524
2019-03-21 23:01:04.044844627,184.72558261648075
2019-03-21 23:01:05.044540644,183.18188535650822
2019-03-21 23:01:06.079994202,185.08537443236366
2019-03-21 23:01:07.039690256,185.70896086825317
2019-03-21 23:01:07.999083281,185.3769957571929
2019-03-21 23:01:09.053021669,187.4195595235279
2019-03-21 23:01:10.011808634,183.70669997864854
2019-03-21 23:01:10.984231949,181.82916483529155
2019-03-21 23:01:11.984230995,184.91236073821392
2019-03-21 23:01:12.943624020,185.38045483984303
2019-03-21 23:01:14.020592690,184.80021077947663
2019-03-21 23:01:15.061500788,183.77015544278336
2019-03-21 23:01:16.039984703,184.59259474733634
2019-03-21 23:01:17.014529228,183.618250480633
2019-03-21 23:01:17.973922253,182.6027942603266
2019-03-21 23:01:19.349072456,184.19512445132358
2019-03-21 23:01:20.721495390,185.83245407280626
2019-03-21 23:01:21.993615389,181.72979355885184
2019-03-21 23:01:23.131796121,181.70963752099178
2019-03-21 23:01:24.324522257,179.16515327448826
2019-03-21 23:01:25.496036291,182.23294386129618
2019-03-21 23:01:26.850277424,177.05019773677105
2019-03-21 23:01:28.004518747,183.56530765367305
2019-03-21 23:01:29.223305464,184.1465323716245
2019-03-21 23:01:30.474516392,184.34486604814182
2019-03-21 23:01:31.689363718,184.48696468491846
2019-03-21 23:01:32.964210987,181.41435724548788
2019-03-21 23:01:34.040573597,180.98723070793153
2019-03-21 23:01:35.273905754,180.16310389924354
2019-03-21 23:01:36.504813670,180.49140160613123
2019-03-21 23:01:37.639964104,178.56200096580608
2019-03-21 23:01:38.731175184,179.7668809358491
2019-03-21 23:01:39.803295374,184.4201123855034
2019-03-21 23:01:40.897233725,181.9114937549367
2019-03-21 23:01:41.870263100,177.57008375542145
2019-03-21 23:01:42.869959116,182.13790081693102
2019-03-21 23:01:43.926018715,185.0938700270924
2019-03-21 23:01:44.924502611,179.90239134482027
2019-03-21 23:01:46.002380371,182.87622280703286
2019-03-21 23:01:47.058439970,186.3222403005871
2019-03-21 23:01:48.057832956,183.29488644941054
2019-03-21 23:01:49.055407763,181.59911907322433
2019-03-21 23:01:50.029952288,185.23720108653896
2019-03-21 23:01:51.047527075,179.0876361278847
2019-03-21 23:01:52.144495726,180.19238167992927
2019-03-21 23:01:53.184797764,183.02626244035858
2019-03-21 23:01:54.142675638,183.03685829939408
2019-03-21 23:01:55.097220182,185.46650935794557
2019-03-21 23:01:56.096613169,182.31355020916146
2019-03-21 23:01:57.075097084,180.66622535373617
2019-03-21 23:01:58.110853672,187.8554067729731
2019-03-21 23:01:59.068125486,181.12496708227295
2019-03-21 23:02:01.040302038,182.95950518662508
2019-03-21 23:02:02.017876863,180.65617315088332
2019-03-21 23:02:02.951815367,183.3200367152103
2019-03-21 23:02:03.992420435,182.432594000754
2019-03-21 23:02:04.929389238,183.05021203061276
2019-03-21 23:02:05.964236736,185.11417556807984
2019-03-21 23:02:06.902720690,181.23097551704308
2019-03-21 23:02:07.942719698,184.18579405340256
2019-03-21 23:02:08.876052141,184.3187328614606
2019-03-21 23:02:09.814536095,183.35601828080715
2019-03-21 23:02:10.772110939,182.66931335880832
2019-03-21 23:02:11.767867565,182.89102078452777
2019-03-21 23:02:12.726048470,183.79847757242027
2019-03-21 23:02:13.741805077,186.8082677157302
2019-03-21 23:02:14.761198044,183.56740726650182
2019-03-21 23:02:15.738772869,186.5096320992589
2019-03-21 23:02:16.714226484,183.98074908293023
2019-03-21 23:02:17.693619490,183.10302529509175
2019-03-21 23:02:18.672709465,185.81176119525426
2019-03-21 23:02:19.606950998,184.4765687494872
2019-03-21 23:02:20.684828758,181.29939836602483
2019-03-21 23:02:21.683918715,181.816126867402
2019-03-21 23:02:22.659372330,181.491118659599
2019-03-21 23:02:23.637553215,182.4327703419242
2019-03-21 23:02:24.653006792,181.55267249586558
2019-03-21 23:02:25.652702808,187.24127472698203
2019-03-21 23:02:26.692398787,186.0672278482669
2019-03-21 23:02:27.707852364,181.17123043046058
2019-03-21 23:02:28.666639328,181.88802287474113
2019-03-21 23:02:29.625426292,182.6014572940639
